"Date","Price","Open","High","Low","Vol.","Change %"
"Jun 24, 2020","12,020","12,010","12,170","11,920","604.91K","0.42%"
"Jun 23, 2020","11,970","12,000","12,130","11,800","945.89K","0.29%"
"Jun 22, 2020","11,935","11,690","11,985","11,680","830.45K","1.92%"
"Jun 19, 2020","11,710","11,705","11,765","11,505","1.66M","0.52%"
"Jun 18, 2020","11,650","11,640","11,775","11,590","622.17K","-0.26%"
"Jun 17, 2020","11,680","11,675","11,850","11,440","1.73M","-0.55%"
"Jun 16, 2020","11,745","11,305","11,775","11,305","905.52K","6.87%"
"Jun 15, 2020","10,990","11,690","11,790","10,990","1.52M","-6.39%"
"Jun 12, 2020","11,740","11,565","11,845","11,525","599.69K","-1.72%"
"Jun 11, 2020","11,945","11,980","12,165","11,860","544.19K","-0.17%"
"Jun 10, 2020","11,965","11,825","12,000","11,800","773.64K","1.18%"
"Jun 09, 2020","11,825","11,980","11,980","11,695","339.15K","-0.04%"
"Jun 08, 2020","11,830","11,840","11,920","11,700","607.80K","0.64%"
"Jun 05, 2020","11,755","11,580","11,775","11,415","414.08K","1.34%"
"Jun 04, 2020","11,600","11,625","11,705","11,470","463.97K","0.65%"
"Jun 03, 2020","11,525","11,660","11,800","11,450","475.92K","-0.60%"
"Jun 02, 2020","11,595","11,445","11,650","11,415","392.95K","1.31%"
"Jun 01, 2020","11,445","10,975","11,475","10,975","899.55K","4.43%"
"May 29, 2020","10,960","10,865","10,990","10,735","677.17K","1.34%"
"May 28, 2020","10,815","11,120","11,130","10,685","1.05M","-2.52%"
"May 27, 2020","11,095","11,145","11,195","11,025","725.97K","-0.67%"
"May 26, 2020","11,170","11,005","11,185","10,985","343.15K","1.13%"
"May 25, 2020","11,045","10,965","11,045","10,825","464.75K","1.66%"
"May 22, 2020","10,865","11,000","11,025","10,790","559.88K","-1.14%"
"May 21, 2020","10,990","10,935","11,015","10,935","448.82K","0.83%"
"May 20, 2020","10,900","10,820","10,920","10,720","803.14K","1.68%"
"May 19, 2020","10,720","10,815","10,815","10,620","481.50K","0.75%"
"May 18, 2020","10,640","10,755","10,825","10,595","789.14K","-1.02%"
"May 15, 2020","10,750","10,820","10,835","10,655","697.47K","0.19%"
"May 14, 2020","10,730","10,665","10,815","10,640","648.79K","-0.33%"
"May 13, 2020","10,765","10,560","10,790","10,510","1.37M","1.17%"
"May 12, 2020","10,640","10,670","10,730","10,520","804.45K","-0.51%"
"May 11, 2020","10,695","10,685","10,800","10,510","1.59M","0.66%"
"May 08, 2020","10,625","10,390","10,655","10,385","876.23K","2.91%"
"May 07, 2020","10,325","10,250","10,370","10,185","724.63K","1.03%"
"May 06, 2020","10,220","9,980","10,240","9,980","404.31K","2.97%"
"May 04, 2020","9,925","9,970","10,085","9,830","379.08K","-0.85%"
"Apr 29, 2020","10,010","10,045","10,085","9,980","501.55K","-0.40%"
"Apr 28, 2020","10,050","10,040","10,155","9,945","815.61K","-1.08%"
"Apr 27, 2020","10,160","10,075","10,185","10,020","435.32K","2.21%"
"Apr 24, 2020","9,940","10,000","10,155","9,910","809.68K","-1.58%"
"Apr 23, 2020","10,100","9,935","10,165","9,935","1.25M","0.55%"
"Apr 22, 2020","10,045","9,780","10,080","9,765","928.35K","1.06%"
"Apr 21, 2020","9,940","9,960","10,110","9,600","2.84M","-1.00%"
"Apr 20, 2020","10,040","10,080","10,160","9,990","1.20M","-0.45%"
"Apr 17, 2020","10,085","10,020","10,115","9,950","1.87M","1.36%"
"Apr 16, 2020","9,950","9,600","9,950","9,575","1.14M","2.63%"
"Apr 14, 2020","9,695","9,520","9,730","9,500","579.89K","2.70%"
"Apr 13, 2020","9,440","9,635","9,655","9,435","1.14M","-2.02%"
"Apr 10, 2020","9,635","9,700","9,730","9,415","1.67M","-0.67%"
"Apr 09, 2020","9,700","9,765","9,765","9,625","793.88K","0.99%"
"Apr 08, 2020","9,605","9,670","9,765","9,545","749.49K","-0.67%"
"Apr 07, 2020","9,670","9,800","9,800","9,500","1.10M","0.62%"
"Apr 06, 2020","9,610","9,345","9,655","9,335","1.35M","3.84%"
"Apr 03, 2020","9,255","9,240","9,350","9,105","1.14M","0.16%"
"Apr 02, 2020","9,240","8,995","9,255","8,795","1.41M","3.82%"
"Apr 01, 2020","8,900","9,150","9,485","8,900","1.38M","-4.30%"
"Mar 31, 2020","9,300","8,905","9,370","8,895","2.35M","5.62%"
"Mar 30, 2020","8,805","8,385","8,835","8,375","1.03M","2.44%"
"Mar 27, 2020","8,595","8,730","8,850","8,305","610.99K","1.12%"
"Mar 26, 2020","8,500","8,445","8,860","8,310","2.37M","1.01%"
"Mar 25, 2020","8,415","8,645","8,645","8,130","1.23M","2.87%"
"Mar 24, 2020","8,180","7,625","8,250","7,610","964.78K","10.47%"
"Mar 23, 2020","7,405","7,160","7,710","7,160","1.05M","-5.91%"
"Mar 20, 2020","7,870","7,365","7,870","7,265","942.85K","9.84%"
"Mar 19, 2020","7,165","8,160","8,260","6,990","2.35M","-9.25%"
"Mar 18, 2020","7,895","8,490","8,620","7,875","1.60M","-7.12%"
"Mar 17, 2020","8,500","7,850","8,500","7,835","1.78M","4.74%"
"Mar 16, 2020","8,115","8,595","8,670","8,115","1.94M","-2.64%"
"Mar 13, 2020","8,335","8,115","8,785","7,920","2.40M","-4.80%"
"Mar 12, 2020","8,755","9,035","9,230","8,675","2.24M","-5.09%"
"Mar 11, 2020","9,225","9,655","9,665","9,200","1.25M","-4.40%"
"Mar 10, 2020","9,650","9,450","9,650","9,375","810.93K","1.90%"
"Mar 09, 2020","9,470","9,700","9,735","9,470","506.40K","-4.00%"
"Mar 06, 2020","9,865","9,865","9,920","9,760","241.96K","-1.15%"
"Mar 05, 2020","9,980","9,940","9,995","9,855","151.97K","1.47%"
"Mar 04, 2020","9,835","9,620","9,860","9,605","571.98K","1.71%"
"Mar 03, 2020","9,670","9,995","9,995","9,660","590.10K","-0.67%"
"Mar 02, 2020","9,735","9,440","9,755","9,400","1.10M","3.13%"
"Feb 28, 2020","9,440","9,710","9,730","9,395","1.25M","-3.72%"
